,Palavras,Rotulo,Sentenca,Inicio,Fim,Documento,Particao,Identificacao_Treino_Teste
570,",",O,602,47,48,62,1,treino
571,um,O,602,49,51,62,1,treino
572,sabor,O,602,52,57,62,1,treino
573,mais,O,602,58,62,62,1,treino
574,suave,B-CARACTERISTICA_SENSORIAL_SABOR,602,63,68,62,1,treino
575,.,O,602,68,69,62,1,treino
576,Volume,O,603,0,6,62,1,treino
577,:,O,603,6,7,62,1,treino
578,700,B-VOLUME,603,8,11,62,1,treino
579,ml,I-VOLUME,603,12,14,62,1,treino
580,Graduação,O,604,0,9,62,1,treino
581,Alcoólica,O,604,10,19,62,1,treino
582,:,O,604,19,20,62,1,treino
583,38,B-GRADUACAO_ALCOOLICA,604,21,23,62,1,treino
584,%,I-GRADUACAO_ALCOOLICA,604,24,25,62,1,treino
585,GL,O,604,26,28,62,1,treino
586,RECIPIENTE,O,605,0,10,62,1,treino
587,DE,O,605,11,13,62,1,treino
588,ARMAZENAMENTO,O,605,14,27,62,1,treino
589,:,O,605,27,28,62,1,treino
590,Tipo,O,605,29,33,62,1,treino
591,Barril,O,605,34,40,62,1,treino
592,:,O,605,40,41,62,1,treino
593,Carvalho,B-TIPO_MADEIRA,605,42,50,62,1,treino
594,Tipo,O,606,0,4,62,1,treino
595,:,O,606,4,5,62,1,treino
596,Envelhecida,O,606,6,17,62,1,treino
597,Produtor,O,607,0,8,62,1,treino
598,:,O,607,8,9,62,1,treino
599,Ademilson,B-NOME_ORGANIZACAO,607,10,19,62,1,treino
600,Fernando,I-NOME_ORGANIZACAO,607,20,28,62,1,treino
601,Tapparo,I-NOME_ORGANIZACAO,607,29,36,62,1,treino
602,-,I-NOME_ORGANIZACAO,607,37,38,62,1,treino
603,ME,I-NOME_ORGANIZACAO,607,39,41,62,1,treino
604,Local,O,608,0,5,62,1,treino
605,de,O,608,6,8,62,1,treino
606,Produção,O,608,9,17,62,1,treino
607,:,O,608,17,18,62,1,treino
608,Mirassol,B-NOME_LOCAL,608,19,27,62,1,treino
609,/,O,608,28,29,62,1,treino
610,São,B-NOME_LOCAL,608,30,33,62,1,treino
611,Paulo,I-NOME_LOCAL,608,34,39,62,1,treino
612,NOME,O,674,0,4,70,1,treino
613,DA,O,674,5,7,70,1,treino
614,CACHAÇA,O,674,8,15,70,1,treino
615,:,O,674,15,16,70,1,treino
616,Cachaça,O,674,17,24,70,1,treino
617,Estância,B-NOME_BEBIDA,674,25,33,70,1,treino
618,Moretti,I-NOME_BEBIDA,674,34,41,70,1,treino
619,Carvalho,B-TIPO_MADEIRA,674,42,50,70,1,treino
620,4,B-TEMPO_ARMAZENAMENTO,674,51,52,70,1,treino
621,anos,I-TEMPO_ARMAZENAMENTO,674,53,57,70,1,treino
622,750ml,B-VOLUME,674,58,63,70,1,treino
623,PREÇO,O,675,0,5,70,1,treino
624,:,O,675,5,6,70,1,treino
625,R$,B-PRECO,675,7,9,70,1,treino
626,399,I-PRECO,675,10,13,70,1,treino
627,",",I-PRECO,675,13,14,70,1,treino
628,99,I-PRECO,675,14,16,70,1,treino
629,DESCRIÇÃO,O,676,0,9,70,1,treino
630,DA,O,676,10,12,70,1,treino
631,CACHAÇA,O,676,13,20,70,1,treino
632,:,O,676,20,21,70,1,treino
633,Luiz,B-NOME_PESSOA,676,22,26,70,1,treino
634,herdou,O,676,27,33,70,1,treino
635,a,O,676,34,35,70,1,treino
636,paixão,O,676,36,42,70,1,treino
637,pela,O,676,43,47,70,1,treino
638,bebida,O,676,48,54,70,1,treino
639,da,O,676,55,57,70,1,treino
640,família,O,676,58,65,70,1,treino
641,Moretti,O,676,66,73,70,1,treino
642,",",O,676,73,74,70,1,treino
643,que,O,676,75,78,70,1,treino
644,veio,O,676,79,83,70,1,treino
645,da,O,676,84,86,70,1,treino
646,Itália,B-NOME_LOCAL,676,87,93,70,1,treino
647,e,O,676,94,95,70,1,treino
648,tinha,O,676,96,101,70,1,treino
649,a,O,676,102,103,70,1,treino
650,tradição,O,676,104,112,70,1,treino
651,de,O,676,113,115,70,1,treino
652,trabalhar,O,676,116,125,70,1,treino
653,com,O,676,126,129,70,1,treino
654,bebidas,O,676,130,137,70,1,treino
655,.,O,676,137,138,70,1,treino
656,Mas,O,677,0,3,70,1,treino
657,o,O,677,4,5,70,1,treino
658,amor,O,677,6,10,70,1,treino
659,pelo,O,677,11,15,70,1,treino
660,destilado,O,677,16,25,70,1,treino
661,tipicamente,O,677,26,37,70,1,treino
662,brasileiro,O,677,38,48,70,1,treino
663,veio,O,677,49,53,70,1,treino
664,do,O,677,54,56,70,1,treino
665,pai,O,677,57,60,70,1,treino
666,e,O,677,61,62,70,1,treino
667,do,O,677,63,65,70,1,treino
668,avô,O,677,66,69,70,1,treino
669,",",O,677,69,70,70,1,treino
670,que,O,677,71,74,70,1,treino
671,eram,O,677,75,79,70,1,treino
672,grandes,O,677,80,87,70,1,treino
673,apreciadores,O,677,88,100,70,1,treino
674,da,O,677,101,103,70,1,treino
675,Cachaça,O,677,104,111,70,1,treino
676,",",O,677,111,112,70,1,treino
677,inclusive,O,677,113,122,70,1,treino
678,prezavam,O,677,123,131,70,1,treino
679,sempre,O,677,132,138,70,1,treino
680,por,O,677,139,142,70,1,treino
681,beber,O,677,143,148,70,1,treino
682,uma,O,677,149,152,70,1,treino
683,boa,O,677,153,156,70,1,treino
684,dose,O,677,157,161,70,1,treino
685,juntos,O,677,162,168,70,1,treino
686,.,O,677,168,169,70,1,treino
687,Coincidência,O,678,0,12,70,1,treino
688,ou,O,678,13,15,70,1,treino
689,não,O,678,16,19,70,1,treino
690,desde,O,678,20,25,70,1,treino
691,sempre,O,678,26,32,70,1,treino
692,a,O,678,33,34,70,1,treino
693,Cachaça,O,678,35,42,70,1,treino
694,fez,O,678,43,46,70,1,treino
695,parte,O,678,47,52,70,1,treino
696,de,O,678,53,55,70,1,treino
697,sua,O,678,56,59,70,1,treino
698,vida,O,678,60,64,70,1,treino
699,",",O,678,64,65,70,1,treino
700,sendo,O,678,66,71,70,1,treino
701,através,O,678,72,79,70,1,treino
702,do,O,678,80,82,70,1,treino
703,seu,O,678,83,86,70,1,treino
704,trabalho,O,678,87,95,70,1,treino
705,ou,O,678,96,98,70,1,treino
706,simplesmente,O,678,99,111,70,1,treino
707,degustando,O,678,112,122,70,1,treino
708,e,O,678,123,124,70,1,treino
709,colecionando,O,678,125,137,70,1,treino
710,bons,O,678,138,142,70,1,treino
711,rótulos,O,678,143,150,70,1,treino
712,.,O,678,150,151,70,1,treino
713,“Eu,O,679,0,3,70,1,treino
714,sempre,O,679,4,10,70,1,treino
715,fui,O,679,11,14,70,1,treino
716,muito,O,679,15,20,70,1,treino
717,encantado,O,679,21,30,70,1,treino
718,por,O,679,31,34,70,1,treino
719,Cachaça,O,679,35,42,70,1,treino
720,por,O,679,43,46,70,1,treino
721,ser,O,679,47,50,70,1,treino
722,um,O,679,51,53,70,1,treino
723,produto,O,679,54,61,70,1,treino
724,brasileiro,O,679,62,72,70,1,treino
725,e,O,679,73,74,70,1,treino
726,com,O,679,75,78,70,1,treino
727,uma,O,679,79,82,70,1,treino
728,riqueza,O,679,83,90,70,1,treino
729,de,O,679,91,93,70,1,treino
730,história,O,679,94,102,70,1,treino
731,.,O,679,102,103,70,1,treino
732,Cachaça,O,680,0,7,70,1,treino
733,é,O,680,8,9,70,1,treino
734,sempre,O,680,10,16,70,1,treino
735,bem,O,680,17,20,70,1,treino
736,-,O,680,20,21,70,1,treino
737,vinda,O,680,21,26,70,1,treino
738,numa,O,680,27,31,70,1,treino
739,roda,O,680,32,36,70,1,treino
740,de,O,680,37,39,70,1,treino
741,amigos,O,680,40,46,70,1,treino
742,e,O,680,47,48,70,1,treino
743,pode,O,680,49,53,70,1,treino
744,harmonizar,O,680,54,64,70,1,treino
745,com,O,680,65,68,70,1,treino
746,um,O,680,69,71,70,1,treino
747,bom,O,680,72,75,70,1,treino
748,churrasco,O,680,76,85,70,1,treino
749,.,O,680,85,86,70,1,treino
750,”,O,680,86,87,70,1,treino
751,",",O,680,87,88,70,1,treino
752,afirma,O,680,89,95,70,1,treino
753,Moretti,B-NOME_PESSOA,680,96,103,70,1,treino
754,.,O,680,103,104,70,1,treino
755,Mas,O,681,0,3,70,1,treino
756,com,O,681,4,7,70,1,treino
757,o,O,681,8,9,70,1,treino
758,passar,O,681,10,16,70,1,treino
759,dos,O,681,17,20,70,1,treino
760,anos,O,681,21,25,70,1,treino
761,Luiz,B-NOME_PESSOA,681,26,30,70,1,treino
762,começou,O,681,31,38,70,1,treino
763,a,O,681,39,40,70,1,treino
764,sentir,O,681,41,47,70,1,treino
765,uma,O,681,48,51,70,1,treino
766,vontade,O,681,52,59,70,1,treino
767,de,O,681,60,62,70,1,treino
768,produzir,O,681,63,71,70,1,treino
769,a,O,681,72,73,70,1,treino
770,sua,O,681,74,77,70,1,treino
771,própria,O,681,78,85,70,1,treino
772,Cachaça,O,681,86,93,70,1,treino
773,",",O,681,93,94,70,1,treino
774,algo,O,681,95,99,70,1,treino
775,que,O,681,100,103,70,1,treino
776,atendesse,O,681,104,113,70,1,treino
777,as,O,681,114,116,70,1,treino
778,características,O,681,117,132,70,1,treino
779,sensoriais,O,681,133,143,70,1,treino
780,que,O,681,144,147,70,1,treino
781,ele,O,681,148,151,70,1,treino
782,procurava,O,681,152,161,70,1,treino
783,.,O,681,161,162,70,1,treino
784,Queria,O,682,0,6,70,1,treino
785,fazer,O,682,7,12,70,1,treino
786,a,O,682,13,14,70,1,treino
787,sua,O,682,15,18,70,1,treino
788,própria,O,682,19,26,70,1,treino
789,Cachaça,O,682,27,34,70,1,treino
790,Artesanal,O,682,35,44,70,1,treino
791,",",O,682,44,45,70,1,treino
792,uma,O,682,46,49,70,1,treino
793,vez,O,682,50,53,70,1,treino
794,que,O,682,54,57,70,1,treino
795,ele,O,682,58,61,70,1,treino
796,era,O,682,62,65,70,1,treino
797,encantado,O,682,66,75,70,1,treino
798,pelo,O,682,76,80,70,1,treino
799,processo,O,682,81,89,70,1,treino
800,de,O,682,90,92,70,1,treino
801,fabricação,O,682,93,103,70,1,treino
802,e,O,682,104,105,70,1,treino
803,pela,O,682,106,110,70,1,treino
804,qualidade,O,682,111,120,70,1,treino
805,fantástica,O,682,121,131,70,1,treino
806,do,O,682,132,134,70,1,treino
807,produto,O,682,135,142,70,1,treino
808,final,O,682,143,148,70,1,treino
809,.,O,682,148,149,70,1,treino
810,Ainda,O,683,0,5,70,1,treino
811,bem,O,683,6,9,70,1,treino
812,que,O,683,10,13,70,1,treino
813,ele,O,683,14,17,70,1,treino
814,tirou,O,683,18,23,70,1,treino
815,o,O,683,24,25,70,1,treino
816,plano,O,683,26,31,70,1,treino
817,do,O,683,32,34,70,1,treino
818,coração,O,683,35,42,70,1,treino
819,",",O,683,42,43,70,1,treino
820,e,O,683,44,45,70,1,treino
821,em,O,683,46,48,70,1,treino
822,2001,B-TEMPO,683,49,53,70,1,treino
823,lançou,O,683,54,60,70,1,treino
824,a,O,683,61,62,70,1,treino
825,Cachaça,O,683,63,70,70,1,treino
826,Estância,B-NOME_BEBIDA,683,71,79,70,1,treino
827,Moretti,I-NOME_BEBIDA,683,80,87,70,1,treino
828,",",O,683,87,88,70,1,treino
829,que,O,683,89,92,70,1,treino
830,carrega,O,683,93,100,70,1,treino
831,o,O,683,101,102,70,1,treino
832,nome,O,683,103,107,70,1,treino
833,de,O,683,108,110,70,1,treino
834,sua,O,683,111,114,70,1,treino
835,família,O,683,115,122,70,1,treino
836,.,O,683,122,123,70,1,treino
837,“Encantadora,O,684,0,12,70,1,treino
838,e,O,684,13,14,70,1,treino
839,mágica,O,684,15,21,70,1,treino
840,a,O,684,22,23,70,1,treino
841,Cachaça,O,684,24,31,70,1,treino
842,sempre,O,684,32,38,70,1,treino
843,me,O,684,39,41,70,1,treino
844,traz,O,684,42,46,70,1,treino
845,boas,O,684,47,51,70,1,treino
846,e,O,684,52,53,70,1,treino
847,ótimas,O,684,54,60,70,1,treino
848,lembranças,O,684,61,71,70,1,treino
849,.,O,684,71,72,70,1,treino
850,”,O,684,72,73,70,1,treino
851,Atualmente,O,684,74,84,70,1,treino
852,a,O,684,85,86,70,1,treino
853,Cachaça,O,684,87,94,70,1,treino
854,é,O,684,95,96,70,1,treino
855,produzida,O,684,97,106,70,1,treino
856,na,O,684,107,109,70,1,treino
857,Cachaçaria,B-NOME_ORGANIZACAO,684,110,120,70,1,treino
858,Companheira,I-NOME_ORGANIZACAO,684,121,132,70,1,treino
859,na,O,684,133,135,70,1,treino
860,cidade,O,684,136,142,70,1,treino
861,de,O,684,143,145,70,1,treino
862,Jandaia,B-NOME_LOCAL,684,146,153,70,1,treino
863,do,I-NOME_LOCAL,684,154,156,70,1,treino
864,Sul,I-NOME_LOCAL,684,157,160,70,1,treino
865,",",O,684,160,161,70,1,treino
866,no,O,684,162,164,70,1,treino
867,Paraná,B-NOME_LOCAL,684,165,171,70,1,treino
868,.,O,684,171,172,70,1,treino
869,Por,O,685,0,3,70,1,treino
870,lá,O,685,4,6,70,1,treino
871,o,O,685,7,8,70,1,treino
872,corte,O,685,9,14,70,1,treino
873,e,O,685,15,16,70,1,treino
874,a,O,685,17,18,70,1,treino
875,colheita,O,685,19,27,70,1,treino
876,da,O,685,28,30,70,1,treino
877,cana,O,685,31,35,70,1,treino
878,-,O,685,35,36,70,1,treino
879,de,O,685,36,38,70,1,treino
880,-,O,685,38,39,70,1,treino
881,açúcar,O,685,39,45,70,1,treino
882,utilizada,O,685,46,55,70,1,treino
883,para,O,685,56,60,70,1,treino
884,a,O,685,61,62,70,1,treino
885,fabricação,O,685,63,73,70,1,treino
886,do,O,685,74,76,70,1,treino
887,destilado,O,685,77,86,70,1,treino
888,é,O,685,87,88,70,1,treino
889,feito,O,685,89,94,70,1,treino
890,de,O,685,95,97,70,1,treino
891,forma,O,685,98,103,70,1,treino
892,manual,O,685,104,110,70,1,treino
893,e,O,685,111,112,70,1,treino
894,no,O,685,113,115,70,1,treino
895,inverno,O,685,116,123,70,1,treino
896,",",O,685,123,124,70,1,treino
897,pois,O,685,125,129,70,1,treino
898,é,O,685,130,131,70,1,treino
899,quando,O,685,132,138,70,1,treino
900,a,O,685,139,140,70,1,treino
901,cana,O,685,141,145,70,1,treino
902,está,O,685,146,150,70,1,treino
903,madura,O,685,151,157,70,1,treino
904,.,O,685,157,158,70,1,treino
905,A,O,686,0,1,70,1,treino
906,destilação,O,686,2,12,70,1,treino
907,é,O,686,13,14,70,1,treino
908,feita,O,686,15,20,70,1,treino
909,em,O,686,21,23,70,1,treino
910,alambique,B-EQUIPAMENTO_DESTILACAO,686,24,33,70,1,treino
911,de,I-EQUIPAMENTO_DESTILACAO,686,34,36,70,1,treino
912,cobre,I-EQUIPAMENTO_DESTILACAO,686,37,42,70,1,treino
913,e,O,686,43,44,70,1,treino
914,todo,O,686,45,49,70,1,treino
915,o,O,686,50,51,70,1,treino
916,processo,O,686,52,60,70,1,treino
917,de,O,686,61,63,70,1,treino
918,envelhecimento,O,686,64,78,70,1,treino
919,são,O,686,79,82,70,1,treino
920,feitos,O,686,83,89,70,1,treino
921,em,O,686,90,92,70,1,treino
922,barris,B-RECIPIENTE_ARMAZENAMENTO,686,93,99,70,1,treino
923,de,O,686,100,102,70,1,treino
924,carvalho,B-TIPO_MADEIRA,686,103,111,70,1,treino
925,americano,I-TIPO_MADEIRA,686,112,121,70,1,treino
926,ou,O,686,122,124,70,1,treino
927,francês,B-TIPO_MADEIRA,686,125,132,70,1,treino
928,.,O,686,132,133,70,1,treino
929,Luiz,B-NOME_PESSOA,687,0,4,70,1,treino
930,teve,O,687,5,9,70,1,treino
931,o,O,687,10,11,70,1,treino
932,zelo,O,687,12,16,70,1,treino
933,de,O,687,17,19,70,1,treino
934,produzir,O,687,20,28,70,1,treino
935,uma,O,687,29,32,70,1,treino
936,Cachaça,O,687,33,40,70,1,treino
937,com,O,687,41,44,70,1,treino
938,características,O,687,45,60,70,1,treino
939,sensoriais,O,687,61,71,70,1,treino
940,únicas,O,687,72,78,70,1,treino
941,.,O,687,78,79,70,1,treino
942,Uma,O,688,0,3,70,1,treino
943,cachaça,O,688,4,11,70,1,treino
944,onde,O,688,12,16,70,1,treino
945,as,O,688,17,19,70,1,treino
946,lágrimas,O,688,20,28,70,1,treino
947,escorrem,O,688,29,37,70,1,treino
948,no,O,688,38,40,70,1,treino
949,tempo,O,688,41,46,70,1,treino
950,correto,O,688,47,54,70,1,treino
951,e,O,688,55,56,70,1,treino
952,cada,O,688,57,61,70,1,treino
953,gole,O,688,62,66,70,1,treino
954,proporciona,O,688,67,78,70,1,treino
955,ao,O,688,79,81,70,1,treino
956,apreciador,O,688,82,92,70,1,treino
957,uma,O,688,93,96,70,1,treino
958,lembrança,O,688,97,106,70,1,treino
959,marcante,O,688,107,115,70,1,treino
960,e,O,688,116,117,70,1,treino
961,suave,O,688,118,123,70,1,treino
962,ao,O,688,124,126,70,1,treino
963,seu,O,688,127,130,70,1,treino
964,paladar,O,688,131,138,70,1,treino
965,.,O,688,138,139,70,1,treino
966,A,O,689,0,1,70,1,treino
967,Cachaça,O,689,2,9,70,1,treino
968,Estância,B-NOME_BEBIDA,689,10,18,70,1,treino
969,Moretti,I-NOME_BEBIDA,689,19,26,70,1,treino
970,não,O,689,27,30,70,1,treino
971,é,O,689,31,32,70,1,treino
972,apenas,O,689,33,39,70,1,treino
973,uma,O,689,40,43,70,1,treino
974,bebida,O,689,44,50,70,1,treino
975,",",O,689,50,51,70,1,treino
976,é,O,689,52,53,70,1,treino
977,uma,O,689,54,57,70,1,treino
978,obra,O,689,58,62,70,1,treino
979,de,O,689,63,65,70,1,treino
980,arte,O,689,66,70,70,1,treino
981,",",O,689,70,71,70,1,treino
982,onde,O,689,72,76,70,1,treino
983,todos,O,689,77,82,70,1,treino
984,os,O,689,83,85,70,1,treino
985,detalhes,O,689,86,94,70,1,treino
986,foram,O,689,95,100,70,1,treino
987,cuidadosamente,O,689,101,115,70,1,treino
988,pensados,O,689,116,124,70,1,treino
989,",",O,689,124,125,70,1,treino
990,desde,O,689,126,131,70,1,treino
991,a,O,689,132,133,70,1,treino
992,produção,O,689,134,142,70,1,treino
993,até,O,689,143,146,70,1,treino
994,a,O,689,147,148,70,1,treino
995,escolha,O,689,149,156,70,1,treino
996,do,O,689,157,159,70,1,treino
997,rótulo,O,689,160,166,70,1,treino
998,",",O,689,166,167,70,1,treino
999,da,O,689,168,170,70,1,treino
1000,garrafa,O,689,171,178,70,1,treino
1001,e,O,689,179,180,70,1,treino
1002,das,O,689,181,184,70,1,treino
1003,rolhas,O,689,185,191,70,1,treino
1004,",",O,689,191,192,70,1,treino
1005,que,O,689,193,196,70,1,treino
1006,foram,O,689,197,202,70,1,treino
1007,escolhidas,O,689,203,213,70,1,treino
1008,para,O,689,214,218,70,1,treino
1009,que,O,689,219,222,70,1,treino
1010,a,O,689,223,224,70,1,treino
1011,Cachaça,O,689,225,232,70,1,treino
1012,não,O,689,233,236,70,1,treino
1013,evapore,O,689,237,244,70,1,treino
1014,e,O,689,245,246,70,1,treino
1015,para,O,689,247,251,70,1,treino
1016,que,O,689,252,255,70,1,treino
1017,a,O,689,256,257,70,1,treino
1018,qualidade,O,689,258,267,70,1,treino
1019,seja,O,689,268,272,70,1,treino
1020,conservada,O,689,273,283,70,1,treino
1021,.,O,689,283,284,70,1,treino
1022,Te,O,690,0,2,70,1,treino
1023,convidamos,O,690,3,13,70,1,treino
1024,a,O,690,14,15,70,1,treino
1025,degustar,O,690,16,24,70,1,treino
1026,esses,O,690,25,30,70,1,treino
1027,rótulos,O,690,31,38,70,1,treino
1028,e,O,690,39,40,70,1,treino
1029,se,O,690,41,43,70,1,treino
1030,surpreender,O,690,44,55,70,1,treino
1031,com,O,690,56,59,70,1,treino
1032,os,O,690,60,62,70,1,treino
1033,sabores,O,690,63,70,70,1,treino
1034,e,O,690,71,72,70,1,treino
1035,aromas,O,690,73,79,70,1,treino
1036,!,O,690,79,80,70,1,treino
1037,Volume,O,691,0,6,70,1,treino
1038,:,O,691,6,7,70,1,treino
1039,750ml,B-VOLUME,691,8,13,70,1,treino
1040,TEMPO,O,692,0,5,70,1,treino
1041,DE,O,692,6,8,70,1,treino
1042,ARMAZENAMENTO,O,692,9,22,70,1,treino
1043,:,O,692,22,23,70,1,treino
1044,4,B-TEMPO_ARMAZENAMENTO,692,24,25,70,1,treino
1045,anos,I-TEMPO_ARMAZENAMENTO,692,26,30,70,1,treino
1046,NOME,O,786,0,4,80,1,treino
1047,DA,O,786,5,7,80,1,treino
1048,CACHAÇA,O,786,8,15,80,1,treino
1049,:,O,786,15,16,80,1,treino
1050,Cachaça,O,786,17,24,80,1,treino
1051,Velho,B-NOME_BEBIDA,786,25,30,80,1,treino
1052,Ferreira,I-NOME_BEBIDA,786,31,39,80,1,treino
1053,Ouro,B-CLASSIFICACAO_BEBIDA,786,40,44,80,1,treino
1054,700ml,B-VOLUME,786,45,50,80,1,treino
1055,PREÇO,O,787,0,5,80,1,treino
1056,:,O,787,5,6,80,1,treino
1057,R$,B-PRECO,787,7,9,80,1,treino
1058,45,I-PRECO,787,10,12,80,1,treino
1059,",",I-PRECO,787,12,13,80,1,treino
1060,90,I-PRECO,787,13,15,80,1,treino
1061,DESCRIÇÃO,O,788,0,9,80,1,treino
1062,DA,O,788,10,12,80,1,treino
1063,CACHAÇA,O,788,13,20,80,1,treino
1064,:,O,788,20,21,80,1,treino
1065,A,O,788,22,23,80,1,treino
1066,Cachaça,O,788,24,31,80,1,treino
1067,Velho,B-NOME_BEBIDA,788,32,37,80,1,treino
1068,Ferreira,I-NOME_BEBIDA,788,38,46,80,1,treino
1069,Ouro,B-CLASSIFICACAO_BEBIDA,788,47,51,80,1,treino
1070,fica,O,788,52,56,80,1,treino
1071,armazenada,O,788,57,67,80,1,treino
1072,por,O,788,68,71,80,1,treino
1073,1,B-TEMPO_ARMAZENAMENTO,788,72,73,80,1,treino
1074,ano,I-TEMPO_ARMAZENAMENTO,788,74,77,80,1,treino
1075,e,I-TEMPO_ARMAZENAMENTO,788,78,79,80,1,treino
1076,meio,I-TEMPO_ARMAZENAMENTO,788,80,84,80,1,treino
1077,no,O,788,85,87,80,1,treino
1078,jequitibá,B-TIPO_MADEIRA,788,88,97,80,1,treino
1079,rosa,I-TIPO_MADEIRA,788,98,102,80,1,treino
1080,e,O,788,103,104,80,1,treino
1081,mais,O,788,105,109,80,1,treino
1082,2,B-TEMPO_ARMAZENAMENTO,788,110,111,80,1,treino
1083,anos,I-TEMPO_ARMAZENAMENTO,788,112,116,80,1,treino
1084,no,O,788,117,119,80,1,treino
1085,barril,B-RECIPIENTE_ARMAZENAMENTO,788,120,126,80,1,treino
1086,de,O,788,127,129,80,1,treino
1087,Carvalho,B-TIPO_MADEIRA,788,130,138,80,1,treino
1088,.,O,788,138,139,80,1,treino
1089,O,O,789,0,1,80,1,treino
1090,Carvalho,B-TIPO_MADEIRA,789,2,10,80,1,treino
1091,europeu,I-TIPO_MADEIRA,789,11,18,80,1,treino
1092,dá,O,789,19,21,80,1,treino
1093,essa,O,789,22,26,80,1,treino
1094,coloração,O,789,27,36,80,1,treino
1095,dourada,B-CARACTERISTICA_SENSORIAL_COR,789,37,44,80,1,treino
1096,e,O,789,45,46,80,1,treino
1097,o,O,789,47,48,80,1,treino
1098,sabor,O,789,49,54,80,1,treino
1099,amadeirado,B-CARACTERISTICA_SENSORIAL_SABOR,789,55,65,80,1,treino
1100,na,O,789,66,68,80,1,treino
1101,cachaça,O,789,69,76,80,1,treino
1102,.,O,789,76,77,80,1,treino
1103,Na,O,790,0,2,80,1,treino
1104,primeira,O,790,3,11,80,1,treino
1105,metade,O,790,12,18,80,1,treino
1106,século,B-TEMPO,790,19,25,80,1,treino
1107,XX,I-TEMPO,790,26,28,80,1,treino
1108,",",O,790,28,29,80,1,treino
1109,do,O,790,30,32,80,1,treino
1110,simpático,O,790,33,42,80,1,treino
1111,vilarejo,O,790,43,51,80,1,treino
1112,de,O,790,52,54,80,1,treino
1113,Vitoriano,B-NOME_LOCAL,790,55,64,80,1,treino
1114,Veloso,I-NOME_LOCAL,790,65,71,80,1,treino
1115,(,O,790,72,73,80,1,treino
1116,Bichinho,B-NOME_LOCAL,790,73,81,80,1,treino
1117,),O,790,81,82,80,1,treino
1118,",",O,790,82,83,80,1,treino
1119,partia,O,790,84,90,80,1,treino
1120,o,O,790,91,92,80,1,treino
1121,tropeiro,O,790,93,101,80,1,treino
1122,Antônio,B-NOME_PESSOA,790,102,109,80,1,treino
1123,Ferreira,I-NOME_PESSOA,790,110,118,80,1,treino
1124,Neto,I-NOME_PESSOA,790,119,123,80,1,treino
1125,",",O,790,123,124,80,1,treino
1126,que,O,790,125,128,80,1,treino
1127,por,O,790,129,132,80,1,treino
1128,estradas,O,790,133,141,80,1,treino
1129,poeirentas,O,790,142,152,80,1,treino
1130,e,O,790,153,154,80,1,treino
1131,no,O,790,155,157,80,1,treino
1132,lombo,O,790,158,163,80,1,treino
1133,de,O,790,164,166,80,1,treino
1134,burros,O,790,167,173,80,1,treino
1135,comprava,O,790,174,182,80,1,treino
1136,uma,O,790,183,186,80,1,treino
1137,das,O,790,187,190,80,1,treino
1138,melhores,O,790,191,199,80,1,treino
1139,cachaças,O,790,200,208,80,1,treino
1140,da,O,790,209,211,80,1,treino
1141,região,O,790,212,218,80,1,treino
1142,.,O,790,218,219,80,1,treino
1143,O,O,791,0,1,80,1,treino
1144,produto,O,791,2,9,80,1,treino
1145,era,O,791,10,13,80,1,treino
1146,levado,O,791,14,20,80,1,treino
1147,para,O,791,21,25,80,1,treino
1148,o,O,791,26,27,80,1,treino
1149,armazém,O,791,28,35,80,1,treino
1150,de,O,791,36,38,80,1,treino
1151,seu,O,791,39,42,80,1,treino
1152,pai,O,791,43,46,80,1,treino
1153,",",O,791,46,47,80,1,treino
1154,Vicente,B-NOME_PESSOA,791,48,55,80,1,treino
1155,Ferreira,I-NOME_PESSOA,791,56,64,80,1,treino
1156,Rodrigues,I-NOME_PESSOA,791,65,74,80,1,treino
1157,",",O,791,74,75,80,1,treino
1158,conhecido,O,791,76,85,80,1,treino
1159,comercialmente,O,791,86,100,80,1,treino
1160,em,O,791,101,103,80,1,treino
1161,São,B-NOME_LOCAL,791,104,107,80,1,treino
1162,João,I-NOME_LOCAL,791,108,112,80,1,treino
1163,Del,I-NOME_LOCAL,791,113,116,80,1,treino
1164,-,I-NOME_LOCAL,791,116,117,80,1,treino
1165,Rei,I-NOME_LOCAL,791,117,120,80,1,treino
1166,.,O,791,120,121,80,1,treino
1167,Tanto,O,792,0,5,80,1,treino
1168,o,O,792,6,7,80,1,treino
1169,pai,O,792,8,11,80,1,treino
1170,como,O,792,12,16,80,1,treino
1171,o,O,792,17,18,80,1,treino
1172,filho,O,792,19,24,80,1,treino
1173,acalentavam,O,792,25,36,80,1,treino
1174,o,O,792,37,38,80,1,treino
1175,desejo,O,792,39,45,80,1,treino
1176,de,O,792,46,48,80,1,treino
1177,produzir,O,792,49,57,80,1,treino
1178,um,O,792,58,60,80,1,treino
1179,dia,O,792,61,64,80,1,treino
1180,a,O,792,65,66,80,1,treino
1181,própria,O,792,67,74,80,1,treino
1182,cachaça,O,792,75,82,80,1,treino
1183,.,O,792,82,83,80,1,treino
1184,O,O,793,0,1,80,1,treino
1185,sonho,O,793,2,7,80,1,treino
1186,de,O,793,8,10,80,1,treino
1187,ambos,O,793,11,16,80,1,treino
1188,foi,O,793,17,20,80,1,treino
1189,concretizado,O,793,21,33,80,1,treino
1190,pela,O,793,34,38,80,1,treino
1191,terceira,O,793,39,47,80,1,treino
