Jornal	B-OBRA
de	O
vida	O
do	O
senhor,	O
a	O
história	O
do	O
Rei	B-ORGANIZACAO
do	I-ORGANIZACAO
Armarinho	I-ORGANIZACAO
,	O
da	O
25	B-LOCAL
de	I-LOCAL
Março	I-LOCAL
,	O
um	O
pouco	O
dessa	O
história.	O
Eu	O
queria	O
que	O
o	O
senhor	O
falasse	O
o	O
que	O
o	O
senhor	O
acha	O
disso.	O
R	O
-	O
Bom,	O
em	O
primeiro	O
lugar	O
eu	O
gostaria	O
de	O
agradecer	O
essa	O
oportunidade	O
que	O
eu	O
tive	O
de	O
estar	O
sendo	O
entrevistado	O
por	O
vocês,	O
de	O
ter	O
sido	O
escolhido	O
para	O
fazer	O
esse	O
trabalho	O
num	O
universo	O
de	O
inúmeras	O
pessoas,	O
e	O
isso	O
me	O
dá	O
um,	O
uma	O
sensação	O
de	O
orgulho,	O
uma	O
sensação	O
de	O
um	O
dia	O
eu	O
até	O
poder	O
me	O
ver	O
no	O
futuro	O
num	O
computador,	O
saber	O
as	O
besteiras	O
que	O
eu	O
vim	O
falar...	O

Acho	O
que	O
é	O
um	O
trabalho	O
extremamente	O
válido,	O
um	O
trabalho	O
extremamente...	O
sensível,	O
inclusive,	O
até	O
pelo	O
fato	O
de	O
eu	O
ser	O
idealista,	O
eu	O
acho	O
que	O
nós	O
estamos	O
registrando,	O
não	O
só	O
com	O
a	O
minha	O
entrevista,	O
mas	O
como	O
com	O
a	O
entrevista	O
que	O
vocês	O
estão	O
fazendo	O
com	O
outras	O
áreas	O
e	O
com	O
outras	O
pessoas,	O
de	O
marcar	O
um...	O
vamos	O
dizer,	O
a	O
década	O
de	O
90	B-TEMPO
,	O
vamos	O
dizer,	O
da	O
nossa	O
São	B-LOCAL
Paulo	I-LOCAL
.	O
Acredito	O
que...	O
a	O
somatória	O
desses	O
depoimentos	O
deva	O
dar	O
uma	O
noção,	O
vamos	O
dizer,	O
de	O
como	O
as	O
pessoas	O
vivem	O
e...	O
e	O
o	O
histórico	O
do	O
seu	O
passado,	O
eventualmente	O
seu	O
sonho	O
futuro,	O
vamos	O
dizer,	O
registrado	O
a	O
nível	O
de	O
comerciantes	O
da	O
nossa	O
cidade.	O
Cada	O
um	O
com	O
a	O
sua	O
história,	O
com	O
a	O
sua	O
procedência	O
e	O
com	O
a	O
sua	O
ambição.	O
P	O
-	O
Bom,	O
a	O
gente	O
agradece.	O
R	O
-	O
Tá,	O
eu	O
que	O
agradeço	O
vocês,	O
muito	O
obrigado	O
por	O
essa	O
oportunidade,	O
e	O
espero	O
um	O
dia...poder	O
pelo	O
menos	O
me	O
assistir.	O
(riso)	O
P	O
-	O
(riso)	O
Com	O
certeza.	O
Obrigada.	O

Escutismo	O
distingue	O
Câmara	B-ORGANIZACAO
de	I-ORGANIZACAO
Santo	I-ORGANIZACAO
Tirso	I-ORGANIZACAO
O	O
Corpo	B-ORGANIZACAO
Nacional	I-ORGANIZACAO
de	I-ORGANIZACAO
Escutas	I-ORGANIZACAO
(	O
CNE	B-ORGANIZACAO
)	O
atribuiu	O
ontem	O
à	O
Câmara	B-ORGANIZACAO
de	I-ORGANIZACAO
Santo	I-ORGANIZACAO
Tirso	I-ORGANIZACAO
o	O
diploma	O
de	O
Mérito	B-ABSTRACCAO
Nacional	I-ABSTRACCAO
,	O
a	O
sua	O
mais	O
alta	O
distinção,	O
pelo	O
«apoio	O
incondicional	O
da	O
autarquia	O
ao	O
escutismo	O
no	O
concelho».	O
A	O
atribuição	O
desta	O
distinção	O
surge	O
no	O
âmbito	O
das	O
comemorações	O
dos	O
75	B-VALOR
anos	I-VALOR
de	O
existência	O
do	O
Movimento	B-ABSTRACCAO
Escuteiro	I-ABSTRACCAO
de	I-ABSTRACCAO
Portugal	I-ABSTRACCAO
,	O
cujas	O
festividades	O
decorreram	O
durante	O
o	O
mês	O
de	O
Dezembro	B-TEMPO
.	O
«A	O
Câmara	B-ORGANIZACAO
de	I-ORGANIZACAO
Santo	I-ORGANIZACAO
Tirso	I-ORGANIZACAO
tem	O
apoiado,	O
incondicionalmente	O
e	O
desde	O
sempre,	O
o	O
escutismo	O
no	O
concelho,	O
criando	O
melhores	O
condições	O
para	O
que	O
os	O
Agrupamentos	B-ORGANIZACAO
de	I-ORGANIZACAO
Escuteiros	I-ORGANIZACAO
|Agrupamentos	O
de	O
Escuteiros	B-ORGANIZACAO
|Agrupamentos	O
de	O
Escuteiros	O
existentes	O
no	O
município	O
façam	O
chegar	O
às	O
escolas	O
e	O
aos	O
jovens	O
locais	O
os	O
seus	O
inúmeros	O
projectos	O
educativos»,	O
sublinhou	O
fonte	O
da	O
CNE	B-ORGANIZACAO
.	O

Os	O
Melhores	O
Hotéis	O
da	O
Costa	B-LOCAL
Rica	I-LOCAL
com	O
Acomodações	O
de	O
Cinco	O
Estrelas	O
Hotéis	O
da	O
costa	O
rica,	O
férias	O
na	O
américa	O
central,	O
estâncias	O
na	O
costa	O
rica,	O
spas	O
de	O
saúde,	O
acomodações	O
de	O
cinco	O
estrelas,	O
estância	O
com	O
spa,	O
recuperação	O
física,	O
recuperação	O
emocional	O
Hotel	B-ORGANIZACAO
Martino	I-ORGANIZACAO
Rodeado	O
de	O
jardins	O
arranjados	O
manualmente,	O
instalações	O
de	O
alojamento	O
excelentes	O
e	O
uma	O
spa	O
moderna,	O
oferecendo	O
a	O
última	O
tecnologia	O
em	O
boa	O
forma	O
e	O
recuperação	O
física	O
e	O
emocional,	O
a	O
Estância	B-ORGANIZACAO
de	I-ORGANIZACAO
Cinco	I-ORGANIZACAO
Estrelas	I-ORGANIZACAO
Martino	I-ORGANIZACAO
atria	O
pela	O
sua	O
beleza	O
clássica.	O
Situada	O
dentro	O
de	O
um	O
parqued	O
de	O
6	B-VALOR
acres	I-VALOR
e	O
somente	O
a	O
alguns	O
minutos	O
do	O
aeroporto	O
internacional	O
e	O
da	O
cidade,	O
a	O
Estância	B-ORGANIZACAO
de	I-ORGANIZACAO
Cinco	I-ORGANIZACAO
Estrelas	I-ORGANIZACAO
Martino	I-ORGANIZACAO
éo	O
lugar	O
mais	O
conveniente	O
para	O
se	O
ficar	O
na	O
Costa	B-LOCAL
Rica	I-LOCAL
para	O
umas	O
férias	O
agradáveis,	O
e	O
o	O
lugar	O
ideal	O
a	O
partir	O
do	O
qual	O
você	O
pode	O
viajar	O
por	O
todo	O
o	O
País	B-LOCAL
.	O
A	O
Estância	B-ORGANIZACAO
Martino	I-ORGANIZACAO
,	O
um	O
pequeno	O
hotel	O
de	O
luxo	O
de	O
cinco	O
estrelas,	O
presta	O
atenção	O
particular	O
a	O
todos	O
os	O
detalhes,	O
inspirado	O
pela	O
cadeia	O
de	O
hotéis	O
europeia	O
"	O
Chateau	B-ORGANIZACAO
&Relais	I-ORGANIZACAO
".	O

A	O
Estância	B-ORGANIZACAO
tem	O
somente	O
34	B-VALOR
suites	O
júniores,	O
porque	O
nós	O
acreditamos	O
que	O
só	O
um	O
hotel	O
pequeno	O
pode	O
oferecer	O
serviço	O
perfeito.	O
Por	O
favor	O
compreenda	O
que	O
ao	O
entrar	O
no	O
nosso	O
site	O
todo	O
o	O
conteúdo	O
éem	O
Inglês.	O
Adicionalmente,	O
toda	O
a	O
correspondência	O
deverá	O
ser	O
em	O
Inglês.	O
Clique	O
aqui	O
para	O
entrar	O
All	O
Content	O
and	O
Photos	O
©	O
2001-2	B-TEMPO
Resort	B-ORGANIZACAO
Martino	I-ORGANIZACAO

A	O
gente	O
não	O
pensava	O
em	O
liquidar	O
um	O
inocente.	O
Nosso	O
plano,	O
que	O
Alcino	B-PESSOA
estragou,	O
era	O
pegar	O
Lacerda	B-PESSOA
surpresa,	O
de	O
emboscada,	O
desprevenido	O
e	O
só.	O
Precipitado,	O
vendo	O
unicamente	O
a	O
recompensa	O
que	O
lhe	O
cabia,	O
o	O
pistoleiro	O
levou	O
por	O
água	O
abaixo	O
um	O
plano,	O
cuidadosamente	O
calculado,	O
que	O
já	O
tinha	O
três	O
meses...	O
A	O
Nação	B-ABSTRACCAO
entretanto	O
não	O
está	O
bestializada	O
nem	O
perdeu	O
a	O
noção	O
da	O
diferença	O
ética	O
entre	O
o	O
bem	O
e	O
o	O
mal,	O
e	O
da	O
antítese	O
jurídica	O
entre	O
a	O
lei	O
e	O
o	O
crime.	O
Ao	O
contrário,	O
cessada	O
a	O
justa	O
e	O
magoada	O
emoção	O
pela	O
perda	O
do	O
eminente	O
Getúlio	B-PESSOA
Vargas	I-PESSOA
,	O
os	O
pescadores	O
de	O
votos,	O
à	O
sombra	O
de	O
sua	O
memória,	O
não	O
conseguiram	O
convencer	O
--	O
nem	O
aos	O
menos	O
argutos	O
--	O
que	O
os	O
valorosos	O
e	O
honrados	O
oficiais	O
da	O
Força	B-ORGANIZACAO
Aérea	I-ORGANIZACAO
não	O
passem	O
de	O
simples	O
carrascos	O
de	O
uma	O
nova	O
inquisição	O
e	O
que	O
Gregório	B-PESSOA
Fortunato	I-PESSOA
seja,	O
pela	O
sua	O
inocência	O
e	O
probidade,	O
modelo	O
à	O
imitação	O
da	O
juventude	O
brasileira.	O
Se	O
tal	O
viesse	O
a	O
acontecer	O
este	O
país	O
estaria	O
irremediavelmente	O
condenado	O
ao	O
apodrecimento	O
prematuro.	O

Fique,	O
pois,	O
cada	O
um	O
com	O
o	O
paradigma	O
que	O
lhe	O
convenha:	O
Eduardo	B-PESSOA
Gomes	I-PESSOA
ou	O
Gregório	B-PESSOA
Fortunato	I-PESSOA
!	O
O	O
povo	O
não	O
hesitará,	O
por	O
mais	O
doloroso	O
que	O
seja	O
escrever	O
este	O
contraste,	O
entre	O
um	O
herói	O
autêntico,	O
uma	O
reserva	O
moral	O
da	O
Pátria	B-ABSTRACCAO
,	O
um	O
soldado	O
de	O
Deus	B-PESSOA
e	O
do	O
Brasil	B-ABSTRACCAO
,	O
e	O
o	O
chefe	O
de	O
um	O
bando	O
de	O
sicários,	O
a	O
quem	O
o	O
próprio	O
Getúlio	B-PESSOA
Vargas	I-PESSOA
foi	O
forçado	O
a	O
expulsar	O
do	O
Palácio	B-ORGANIZACAO
e	O
da	O
sua	O
companhia,	O
como	O
traidor	O
de	O
sua	O
confiança.	O
Contava,	O
porém,	O
com	O
uma	O
decisão	O
da	O
Justiça	B-ORGANIZACAO
Eleitoral	I-ORGANIZACAO
a	O
seu	O
favor.	O
A	O
decisão	O
se	O
cumpriu	O
e	O
a	O
faixa	O
presidência...	O
ainda	O
uma	O
vez,	O
em	O
solenidade	O
pública,	O
no	O
peito	O
do	O
ditador	O
deposto	O
em	O
1945	B-TEMPO
.	O
Dois	O
dias	O
mais	O
tarde	O
revelava	O
o	O
sr.	B-PESSOA
Gustavo	I-PESSOA
Capanema	I-PESSOA
que	O
ouvira	O
do	O
Presidente	B-PESSOA
Getúlio	I-PESSOA
Vargas	I-PESSOA
estas	O
palavras:	O
«Esses	O
assassinos	O
são	O
os	O
meus	O
maiores	O
inimigos»	O
Coerente	O
com	O
sua	O
tradição	O
--	O
era	O
ainda	O
viva	O
a	O
lembrança	O
de	O
palavras	O
semelhantes	O
a	O
propósito	O
do	O
massacre	O
do	O
jornalista	O
Nestor	B-PESSOA
Moreira	I-PESSOA
--	O
limitou-se	O
a	O
enunciar	O
a	O
frase	O
exigida	O
pelo	O
decreto	O
do	O
cargo.	O

Na	O
realidade,	O
nenhum	O
impulso	O
enérgico	O
partiu	O
do	O
Catete	B-PESSOA
,	O
no	O
sentido	O
de	O
desvendar	O
a	O
verdade	O
inteira	O
sobre	O
o	O
crime	O
da	O
rua	O
Toneleros	B-LOCAL
.	O
O	O
corpo	O
do	O
eleitorado,	O
pela	O
maioria	O
dos	O
votantes	O
que	O
dividiram	O
seus	O
votos	O
pelos	O
outros	O
dois	O
candidatos,	O
indicou	O
claramente	O
que	O
não	O
preferia	O
o	O
nome	O
do	O
antigo	O
ditador.	O
Sufragado	O
e	O
reconhecido...	O
por	O
uma	O
minoria,	O
portanto,	O
o	O
sr.	B-PESSOA
Getúlio	I-PESSOA
Vargas	I-PESSOA
voltava	O
ao	O
poder	O
apertado	O
entre	O
as	O
tenazes	O
de	O
duas	O
claras	O
verdades:	O
Ao	O
tomar	O
conhecimento	O
do	O
crime	O
e	O
depois	O
de	O
se	O
inteirar	O
dos	O
seus	O
pormenores,	O
declarou	O
o	O
brigadeiro	B-PESSOA
Eduardo	I-PESSOA
Gomes	I-PESSOA
:	O
«Para	O
honra	O
da	O
Nação	B-ABSTRACCAO
,	O
confio	O
que	O
esse	O
crime	O
não	O
ficará	O
impune».	O
Coerente	O
com	O
essa	O
palavras,	O
daí	O
por	O
diante,	O
dia	O
a	O
dia,	O
minuto	O
por	O
minuto,	O
promoveu	O
todas	O
as	O
medidas	O
a	O
seu	O
alcance	O
e	O
jogou	O
seu	O
prestígio	O
no	O
desempenho	O
de	O
apurar	O
a	O
verdade.	O

PCP	B-ORGANIZACAO
de	O
Braga	B-LOCAL
|	O
PCP	B-ORGANIZACAO
de	I-ORGANIZACAO
Braga	I-ORGANIZACAO
promove	O
lanche	O
e	O
intervenção	O
política	O
A	O
Comissão	B-ORGANIZACAO
Concelhia	I-ORGANIZACAO
de	I-ORGANIZACAO
Braga	I-ORGANIZACAO
do	I-ORGANIZACAO
PCP	I-ORGANIZACAO
promove	O
sábado	O
um	O
lanche	O
e	O
uma	O
intervenção	O
política,	O
que	O
vão	O
decorrer	O
no	O
Centro	B-LOCAL
de	I-LOCAL
Trabalho	I-LOCAL
do	I-LOCAL
PCP	I-LOCAL
.	O
Esta	O
iniciativa	O
insere-se	O
nas	O
comemorações	O
dos	O
78	B-VALOR
anos	I-VALOR
de	O
existência	O
do	O
PCP	B-ORGANIZACAO
,	O
que	O
se	O
celebram	O
precisamente	O
dia	O
6	B-TEMPO
.	O

ORGANIZAÇÃO	O
ESTRUTURAL	O
DA	O
MEMBRANA	O
A	O
membrana	O
celular	O
é	O
uma	O
camada	O
com	O
apenas	O
7,5	B-VALOR
a	I-VALOR
10	I-VALOR
nm	I-VALOR
de	O
espessura,	O
constituída	O
por	O
lípidos	O
intercalados	O
com	O
proteínas	O
que	O
define	O
os	O
limites	O
de	O
cada	O
célula.	O
Funciona	O
como	O
uma	O
barreira	O
de	O
permeabilidade	O
que	O
permite	O
à	O
célula	O
manter	O
um	O
meio	O
químico	O
apropriado	O
para	O
os	O
seus	O
processos	O
metabólicos,	O
regular	O
o	O
volume	O
citoplasmático	O
e	O
transferir	O
informação	O
sob	O
a	O
forma	O
de	O
sinais	O
químicos	O
e	O
eléctricos.	O
As	O
membranas	O
que	O
revestem	O
os	O
vários	O
organelos	O
(núcleo,	O
mitocôndria,	O
retículo	O
endoplasmático,	O
lisossomas	O
e	O
aparelho	O
de	O
Golgi)	O
permitem	O
a	O
compartimentalização	O
funcional	O
da	O
célula,	O
com	O
possibilidade	O
de	O
limitar	O
processos	O
bioquímicas	O
a	O
certos	O
locais.	O
Apesar	O
das	O
particularidades	O
individuais,	O
todas	O
as	O
membranas	O
biológicas	O
são	O
formadas	O
por	O
uma	O
dupla	O
camada	O
fosfolípidica	O
e	O
por	O
proteínas	O
unidas	O
por	O
ligações	O
covalentes	O
e	O
que	O
se	O
comportam	O
segundo	O
o	O
Modelo	B-ABSTRACCAO
Mosaico	I-ABSTRACCAO
Fluído	I-ABSTRACCAO
.	O
A	O
maioria	O
dos	O
lípidos	O
e	O
das	O
proteínas	O
movem-se	O
livremente	O
no	O
plano	O
da	O
membrana.	O
Em	O
alguns	O
casos	O
,	O
há	O
restrição	O
deste	O
movimento	O
de	O
forma	O
a	O
permitir	O
à	O
célula	O
a	O
realização	O
de	O
algumas	O
funções	O
em	O
partes	O
selectivas	O
da	O
sua	O
membrana.	O

É	O
o	O
caso	O
da	O
sequestração	O
de	O
receptores	O
de	O
acetilcolina	O
ao	O
nível	O
da	O
placa	O
motora	O
das	O
células	O
musculares	O
esqueléticas.	O
Os	O
principais	O
lípidos	O
presentes	O
na	O
membrana	O
celular	O
são	O
os	O
fosfolípidos,	O
o	O
colesterol	O
e	O
os	O
glicolípidos.	O
A	O
sua	O
distribuição	O
pelas	O
duas	O
camadas	O
é	O
assimétrica,	O
o	O
que	O
pode	O
reflectir	O
as	O
diferentes	O
funções	O
das	O
duas	O
superfícies	O
da	O
membrana.	O
Os	O
fosfolípidos	O
são	O
moléculas	O
antipáticas	O
e	O
dispõem-se	O
em	O
bicamada	O
com	O
a	O
porção	O
hidrófoba	O
não	O
polar	O
(	O
caudas	O
de	O
ácidos	O
gordos)	O
dirigida	O
para	O
o	O
centro	O
da	O
membrana	O
e	O
com	O
a	O
porção	O
hidrofílica	O
polar	O
(cabeça	O
com	O
terminal	O
fosfato)	O
direccionada	O
para	O
o	O
exterior	O
ou	O
interior	O
da	O
célula.	O
Os	O
fosfolípidos	O
mais	O
abundantes	O
são	O
os	O
fosfolípidos	O
ligados	O
à	O
colina	O
(fosfatidilcolina	O
e	O
esfingomielina)	O
e	O
os	O
aminofosfolípidos	O
(fosfatidilserina	O
e	O
fosfatidiletanolamina).	O
O	O
fosfatidilglicerol,	O
o	O
fosfatidilinositol	O
e	O
a	O
cardiolipina	O
são	O
também	O
importantes	O
mas	O
estão	O
presentes	O
em	O
menores	O
quantidades.	O
As	O
Dimensões	O
da	O
via	O
de	O
difusão	O
incluem	O
a	O
área	O
de	O
secção	O
e	O
a	O
distância.	O
Quanto	O
maior	O
a	O
área	O
de	O
secção	O
e	O
menor	O
a	O
distância	O
a	O
percorrer,	O
maior	O
o	O
fluxo.	O

No	O
pulmão	O
e	O
no	O
intestino,	O
onde	O
a	O
difusão	O
é	O
importante	O
para	O
a	O
troca	O
de	O
substâncias	O
entre	O
os	O
meios	O
interno	O
e	O
externo,	O
a	O
área	O
de	O
difusão	O
é	O
grande	O
e	O
a	O
distância	O
a	O
percorrer	O
pequena.	O

IX	O
O	O
sono	O
da	O
manhã	O
pousava	O
nos	O
olhos	O
do	O
Pajé	B-PESSOA
como	O
névoas	O
de	O
bonança	O
pairam	O
ao	O
romper	O
do	O
dia	O
sobre	O
as	O
profundas	O
cavernas	O
da	O
montanha.	O
'	O
Martim	B-PESSOA
parou	O
indeciso;	O
mas	O
o	O
rumor	O
de	O
seu	O
passo	O
penetrou	O
no	O
ouvido	O
do	O
ancião,	O
e	O
abalou	O
seu	O
corpo	O
decrépito.	O
-	O
Araquém	B-PESSOA
dorme!	O
murmurou	O
o	O
guerreiro	O
devolvendo	O
o	O
passo.	O
O	O
velho	O
ficou	O
imóvel:	O
-	O
O	O
Pajé	B-PESSOA
dorme	O
porque	O
já	O
Tupã	B-PESSOA
voltou	O
o	O
rosto	O
para	O
a	O
terra	O
e	O
a	O
luz	O
correu	O
os	O
maus	O
espíritos	O
da	O
treva.	O
Mas	O
o	O
sono	O
é	O
leve	O
nos	O
olhos	O
de	O
Araquém	B-PESSOA
,	O
como	O
o	O
fumo	O
do	O
sapé	O
no	O
cocuruto	O
da	O
serra.	O
Se	O
o	O
estrangeiro	O
veio	O
para	O
o	O
Pajé	B-PESSOA
,	O
fale;	O
seu	O
ouvido	O
escuta.	O
-	O
O	O
estrangeiro	O
veio,	O
para	O
te	O
anunciar	O
que	O
parte.	O
-	O
O	O
hóspede	O
é	O
senhor	O
na	O
cabana	O
de	O
Araquém	B-PESSOA
;	O
todos	O
os	O
caminhos	O
estão	O
abertos	O
para	O
ele.	O
Tupã	B-PESSOA
o	O
leve	O
à	O
taba	O
dos	O
seus.	O
Vieram	O
Caubi	B-PESSOA
e	O
Iracema	B-PESSOA
:	O
-	O
Caubi	B-PESSOA
voltou:	O
disse	O
o	O
guerreiro	O
tabajara.	O

Traz	O
a	O
Araquém	B-PESSOA
o	O
melhor	O
de	O
sua	O
caça.	O
-	O
O	O
guerreiro	O
Caubi	B-PESSOA
é	O
um	O
grande	O
caçador	O
de	O
montes	O
e	O
florestas.	O
Os	O
olhos	O
de	O
seu	O
pai	O
gostam	O
de	O
vê-lo.	O
O	O
velho	O
abriu	O
as	O
pálpebras	O
e	O
cerrou-as	O
logo:	O
-	O
Filha	O
de	O
Araquém	B-PESSOA
,	O
escolhe	O
para	O
teu	O
hóspede	O
o	O
presente	O
da	O
volta	O
e	O
prepara	O
o	O
moquém	O
da	O
viagem.	O
Se	O
o	O
estrangeiro	O
precisa	O
de	O
guia,	O
o	O
guerreiro	O
Caubi	B-PESSOA
,	O
senhor	O
do	O
caminho	O
,	O
O	O
acompanhará.	O
O	O
sono	O
voltou	O
aos	O
olhos	O
do	O
Pajé	B-PESSOA
.	O
Enquanto	O
Caubi	B-PESSOA
pendurava	O
no	O
fumeiro	O
as	O
peças	O
de	O
caça,	O
Iracema	B-PESSOA
colheu	O
a	O
sua	O
alva	O
rede	O
de	O
algodão	O
com	O
franjas	O
de	O
penas,	O
e	O
acomodou-a	O
dentro	O
do	O
uru	O
de	O
palha	O
trançada.	O
Martim	B-PESSOA
esperava	O
na	O
porta	O
da	O
cabana.	O
A	O
virgem	O
veio	O
a	O
ele:	O
-	O
Guerreiro,	O
que	O
levas	O
o	O
sono	O
de	O
meus	O
olhos,	O
leva	O
a	O
minha	O
rede	O
também.	O
Quando	O
nela	O
dormites,	O
falem	O
em	O
tua	O
alma	O
os	O
sonhos	O
de	O
Iracema	B-PESSOA
.	O
-	O
Tua	O
rede,	O
virgem	O
dos	O
tabajaras,	O
será	O
minha	O
companheira	O
no	O
deserto:	O
venha	O
embora	O
o	O
vento	O
frio	O
da	O
noite,	O
ela	O
guardará	O
para	O
o	O
estrangeiro	O
o	O
calor	O
e	O
o	O
perfume	O
do	O
seio	O
de	O
Iracema	B-PESSOA
.	O

Caubi	B-PESSOA
saiu	O
para	O
ir	O
à	O
sua	O
cabana,	O
que	O
ainda	O
não	O
tinha	O
visto	O
depois	O
da	O
volta.	O
Iracema	B-PESSOA
foi	O
preparar	O
o	O
moquém	O
da	O
viagem.	O
Ficaram	O
sós	O
na	O
cabana	O
o	O
Pajé	B-PESSOA
que	O
ressonava,	O
e	O
o	O
mancebo	O
com	O
sua	O
tristeza.	O
O	O
sol,	O
transmontando,	O
já	O
começava	O
a	O
declinar	O
para	O
o	O
ocidente,	O
quando	O
o	O
irmão	O
de	O
Iracema	B-PESSOA
tornou	O
da	O
grande	O
taba.	O
-	O
O	O
dia	O
vai	O
ficar	O
triste	O
,	O
disse	O
Caubi	B-PESSOA
.	O
A	O
sombra	O
caminha	O
para	O
a	O
noite.	O
É	O
tempo	O
de	O
partir.	O
A	O
virgem	O
pousou	O
a	O
mão	O
de	O
leve	O
no	O
punho	O
da	O
rede	O
de	O
Araquém	B-PESSOA
.	O
-	O
Ele	O
vai!	O
murmuraram	O
os	O
lábios	O
trêmulos.	O
O	O
Pajé	B-PESSOA
levantou-se	O
em	O
pé	O
no	O
meio	O
da	O
cabana	O
e	O
acendeu	O
o	O
cachimbo.	O
Ele	O
e	O
o	O
mancebo	O
trocaram	O
a	O
fumaça	O
da	O
despedida.	O
-	O
Bem-ido	O
seja	O
o	O
hóspede,	O
como	O
foi	O
bem-vindo	O
à	O
cabana	O
de	O
Araquém	B-PESSOA
.	O
O	O
velho	O
andou	O
até	O
à	O
porta	O
para	O
soltar	O
ao	O
vento	O
uma	O
espessa	O
baforada	O
de	O
tabaco;	O
quando	O
o	O
fumo	O
se	O
dissipou	O
no	O
ar,	O
ele	O
murmurou:	O
-	O
Jurupari	B-PESSOA
se	O
esconda	O
para	O
deixar	O
passar	O
o	O
hóspede	O
do	O
Pajé	B-PESSOA
.	O

Araquém	B-PESSOA
voltou	O
à	O
rede	O
e	O
dormiu	O
de	O
novo.	O
O	O
mancebo	O
tomou	O
as	O
armas	O
que	O
chegando,	O
suspendera	O
às	O
varas	O
da	O
cabana,	O
e	O
dispôs-se	O
a	O
partir.	O
Adiante	O
seguiu	O
Caubi	B-PESSOA
;	O
a	O
alguma	O
distancia	O
o	O
estrangeiro;	O
logo	O
após,	O
Iracema	B-PESSOA
.	O
Desceram	O
a	O
colina	O
e	O
entraram	O
na	O
mata	O
sombria.	O
O	O
sabiá	O
do	O
sertão,	O
mavioso	O
cantor	O
da	O
tarde,	O
escondido	O
nas	O
moitas	O
espessas	O
da	O
ubaia	O
,	O
soltava	O
os	O
prelúdios	O
da	O
suave	O
endecha.	O
A	O
virgem	O
suspirou:	O
-	O
A	O
tarde	O
é	O
a	O
tristeza	O
do	O
sol.	O
Os	O
dias	O
de	O
Iracema	B-PESSOA
vão	O
ser	O
longas	O
tardes	O
sem	O
manhã,	O
até	O
que	O
venha	O
para	O
ela	O
a	O
grande	O
noite.	O
O	O
mancebo	O
se	O
voltara.	O
Seu	O
lábio	O
emudeceu,	O
mas	O
os	O
olhos	O
falaram.	O
Uma	O
lágrima	O
correu	O
pela	O
face	O
guerreira,	O
como	O
as	O
umidades	O
que	O
durante	O
os	O
ardores	O
do	O
estio	O
transudam	O
da	O
escarpa	O
dos	O
rochedos.	O
Caubi	B-PESSOA
avançado	O
sempre,	O
sumira-se	O
entre	O
a	O
densa	O
ramagem.	O
O	O
seio	O
da	O
filha	O
de	O
Araquém	B-PESSOA
arfou,	O
como	O
o	O
esto	O
da	O
vaga	O
que	O
se	O
franja	O
de	O
espuma	O
e	O
soluça.	O

Mas	O
sua	O
alma,	O
negra	O
de	O
tristura,	O
teve	O
ainda	O
um	O
pálido	O
reflexo	O
para	O
iluminar	O
a	O
seca	O
flor	O
das	O
faces.	O
Assim	O
em	O
noite	O
escura	O
vem	O
um	O
fogo-fátuo	O
luzir	O
nas	O
brancas	O
areias	O
do	O
tabuleiro.	O
-	O
Estrangeiro,	O
toma	O
o	O
último	O
sorriso	O
de	O
Iracema	B-PESSOA
...	O
e	O
foge!	O
A	O
boca	O
do	O
guerreiro	O
pousou	O
na	O
boca	O
mimosa	O
da	O
virgem.	O
Ficaram	O
ambos	O
assim	O
unidos	O
como	O
dois	O
frutos	O
gêmeos	O
do	O
araçá,	O
que	O
saíram	O
do	O
seio	O
da	O
mesma	O
flor.	O
A	O
voz	O
de	O
Caubi	B-PESSOA
chamou	O
o	O
estrangeiro.	O
Iracema	B-PESSOA
abraçou	O
para	O
não	O
cair,	O
o	O
tronco	O
de	O
uma	O
palmeira.	O

